,FECHA,EMISOR,VALOR,VALOR NOMINAL,PRECIO,NUMERO ACCIONES,VALOR EFECTIVO,PROCEDENCIA
1280,2025-03-20,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,270,494.1,G
1281,2025-03-20,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,200,366,G
1282,2025-03-20,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,588,1058.4,Q
1283,2025-03-20,BEVERAGE BRAND PATENTS SA,ACCIONES,1,52,24,1248,Q
1284,2025-03-20,INVERSANCARLOS,ACCIONES,1,2.76,363,1001.88,Q
1285,2025-03-20,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,5405,9729,Q
1286,2025-03-20,HOLCIM ECUADOR S.A.,ACCIONES,3,50,15,750,Q
1287,2025-03-20,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.08,10778,11640.24,Q
1288,2025-03-20,CERVECERIA NACIONAL CN S A,ACCIONES,1,53.5,5,267.5,Q
1289,2025-03-20,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,2313,4163.4,Q
1290,2025-03-20,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.92,4300,3956,Q
1291,2025-03-21,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.92,1042,958.64,Q
1292,2025-03-21,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,7207,12972.6,Q
1293,2025-03-21,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.92,974,896.08,Q
1294,2025-03-21,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,503,925.52,Q
1295,2025-03-21,BANCO PICHINCHA C.A.,ACCIONES,100,80,400,32000,Q
1296,2025-03-21,BANCO GUAYAQUIL S.A.,ACCIONES,1,1,911,911,Q
1297,2025-03-21,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.92,1576,1449.92,Q
1298,2025-03-21,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.92,1077,990.84,Q
1299,2025-03-21,BOLSA DE VALORES DE QUITO,ACCIONES,1,3.1,9000,27900,Q
1300,2025-03-21,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,5935,10801.7,Q
1301,2025-03-21,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.92,1599,1471.08,Q
1302,2025-03-21,HOLCIM ECUADOR S.A.,ACCIONES,3,51.5,200,10300,Q
1303,2025-03-21,BANCO PICHINCHA C.A.,ACCIONES,100,80,33,2640,Q
1304,2025-03-21,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,5405,9837.1,Q
1307,2025-03-21,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,4875,8872.5,Q
1308,2025-03-21,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,3793,6941.19,Q
1309,2025-03-21,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,4396,8044.68,Q
1310,2025-03-21,VERDETEKA,ACCIONES,1,3.37,88445,298059.65,G
1311,2025-03-21,VERDETEKA,ACCIONES,1,3.37,9805,33042.85,G
1312,2025-03-21,BANCO BOLIVARIANO C.A.,ACCIONES,1,1.05,10000,10500,G
1313,2025-03-21,INVERSANCARLOS,ACCIONES,1,2.76,158,436.08,G
1314,2025-03-21,NATLUK SA,ACCIONES,1,7.7,4,30.8,G
1315,2025-03-24,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,541,973.8,G
1316,2025-03-24,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,349,628.2,G
1317,2025-03-24,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,415,747,G
1318,2025-03-24,NATLUK SA,ACCIONES,1,7.7,3,23.1,G
1319,2025-03-24,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.93,20000,18600,G
1320,2025-03-24,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.93,2000,1860,G
1321,2025-03-24,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.92,2350,2162,Q
1322,2025-03-24,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.92,2000,1840,Q
1323,2025-03-24,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.92,809,744.28,Q
1324,2025-03-24,CERVECERIA NACIONAL CN S A,ACCIONES,1,53,10,530,Q
1325,2025-03-24,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,570,1043.1,Q
1326,2025-03-24,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,298,548.32,Q
1327,2025-03-24,FONDO DE INVERSION COTIZADO PRIME,CUOTAS DE PARTICIPACION,100,100,100,10000,Q
1328,2025-03-25,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.93,5600,5208,Q
1329,2025-03-25,BOLSA DE VALORES DE QUITO,ACCIONES,1,3.1,565,1751.5,Q
1330,2025-03-25,BOLSA DE VALORES DE QUITO,ACCIONES,1,3.1,161,499.1,Q
1331,2025-03-25,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,224,409.92,Q
1332,2025-03-25,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.97,357,346.29,G
1333,2025-03-25,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.97,200,194,G
1334,2025-03-25,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.11,218,241.98,G
1336,2025-03-25,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,218,239.8,G
1337,2025-03-25,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,918,1652.4,G
1338,2025-03-25,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,748,1346.4,G
1339,2025-03-25,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,85,155.55,G
1340,2025-03-26,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,1209,1329.9,G
1341,2025-03-26,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,1,1.14,8000,9120,G
1343,2025-03-26,NATLUK SA,ACCIONES,1,7.7,4,30.8,G
1344,2025-03-26,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,1,1.14,20000,22800,G
1346,2025-03-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,1482,2697.24,G
1347,2025-03-26,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,224,409.92,G
1348,2025-03-26,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.15,391,449.65,Q
1349,2025-03-26,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.97,3000,2910,Q
1350,2025-03-26,BANCO GUAYAQUIL S.A.,ACCIONES,1,1,18025,18025,Q
1351,2025-03-26,BANCO PICHINCHA C.A.,ACCIONES,100,87,25,2175,Q
1352,2025-03-27,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,2355,2590.5,Q
1353,2025-03-27,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,503,925.52,Q
1354,2025-03-27,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,28620,51516,Q
1355,2025-03-27,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,6923,7615.3,G
1356,2025-03-27,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,10469,11515.9,G
1357,2025-03-28,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,629,1151.07,G
1358,2025-03-28,NATLUK SA,ACCIONES,1,7.7,3,23.1,G
1359,2025-03-28,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.08,5000,5400,G
1360,2025-03-28,BANCO BOLIVARIANO C.A.,ACCIONES,1,1.01,1501,1516.01,G
1361,2025-03-28,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,244,448.96,Q
1362,2025-03-28,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.15,391,449.65,Q
1363,2025-03-28,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,150,273,Q
1364,2025-03-28,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,12324,13556.4,Q
1365,2025-03-31,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,8383,9221.3,Q
1366,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,1513,2723.4,Q
1367,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,412,741.6,Q
1368,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,350,630,Q
1369,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,554,997.2,Q
1370,2025-03-31,INVERSANCARLOS,ACCIONES,1,2.75,1100,3025,Q
1371,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,50000,91000,Q
1372,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,20000,36400,Q
1373,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,5062,9212.84,Q
1374,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,577,1050.14,Q
1375,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,6674,12146.68,Q
1376,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,11162,20314.84,Q
1377,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,100000,182000,Q
1379,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,1000,1830,Q
1380,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,31480,57608.4,Q
1381,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,170000,311100,Q
1384,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,66593,121865.19,Q
1385,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,20000,36600,Q
1386,2025-03-31,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,1686,1854.6,G
1387,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.81,440,796.4,G
1388,2025-03-31,NATLUK SA,ACCIONES,1,7.7,2,15.4,G
1389,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,100,184,G
1390,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,131,241.04,G
1391,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,583,1049.4,G
1392,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,2863,5153.4,G
1393,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,19593,35659.26,G
1394,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,972,1769.04,G
1395,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,12567,22997.61,G
1396,2025-03-31,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,13000,23790,G
1397,2025-04-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,198,356.4,Q
1398,2025-04-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,310,558,Q
1399,2025-04-01,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.15,822,945.3,Q
1400,2025-04-01,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.91,11160,10155.6,Q
1401,2025-04-01,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,3596,3955.6,Q
1402,2025-04-01,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,910,1001,Q
1403,2025-04-01,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,314,345.4,Q
1404,2025-04-01,TECATEAK SA,ACCIONES,1,3.97,1108,4398.76,Q
1405,2025-04-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.78,4981,8866.18,Q
1406,2025-04-01,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,153,168.3,Q
1407,2025-04-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.81,2913,5272.53,Q
1408,2025-04-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,32430,59022.6,Q
1409,2025-04-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,4378,7967.96,Q
1410,2025-04-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,3494,6394.02,Q
1411,2025-04-01,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,1632,2986.56,Q
1412,2025-04-01,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,4693,5162.3,G
1413,2025-04-02,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1,0.91,3840,3494.4,Q
1414,2025-04-02,INVERSANCARLOS,ACCIONES,1,2.75,1107,3044.25,Q
1415,2025-04-02,BANCO DE MACHALA S.A.,ACCIONES,1,1,1029,1029,Q
1416,2025-04-02,INVERSANCARLOS,ACCIONES,1,2.72,7938,21591.36,Q
1417,2025-04-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,1619,2946.58,Q
1418,2025-04-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,155,285.2,Q
1419,2025-04-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,65,119.6,Q
1420,2025-04-02,CORPORACION FAVORITA C.A.,ACCIONES,1,1.85,95,175.75,Q
1421,2025-04-02,NATLUK SA,ACCIONES,1,7.7,3,23.1,G
1422,2025-04-02,INVERSANCARLOS,ACCIONES,1,2.7,106,286.2,G
1423,2025-04-02,INVERSANCARLOS,ACCIONES,1,2.7,178,480.6,G
1424,2025-04-03,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,10000,11000,Q
1425,2025-04-03,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,346,629.72,Q
1426,2025-04-03,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES,1,1.4,5635,7889,Q
1427,2025-04-03,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,550,1006.5,Q
1428,2025-04-03,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,1,98,Q
1448,2025-04-03,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,2,196,Q
1457,2025-04-03,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,3,294,Q
1463,2025-04-03,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,4,392,Q
1464,2025-04-03,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,5,490,Q
1465,2025-04-03,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,98,6,588,Q
1466,2025-04-03,BANCO BOLIVARIANO C.A.,ACCIONES,1,1.03,1229,1265.87,Q
1467,2025-04-03,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,275,302.5,Q
1468,2025-04-03,INVERSANCARLOS,ACCIONES,1,2.7,125,337.5,G
1469,2025-04-03,FONDO COLEC DE INVER VANGUARDIA VERSATIL,CUOTAS DE PARTICIPACION,100,100,2,200,G
1470,2025-04-04,BOLSA DE VALORES DE QUITO,ACCIONES,1,3.1,615,1906.5,Q
1471,2025-04-04,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.15,388,446.2,Q
1472,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,245,448.35,Q
1473,2025-04-04,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,933,1026.3,Q
1474,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,881,1603.42,Q
1475,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,800,1456,Q
1476,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,4450,8143.5,Q
1477,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,128671,235467.93,Q
1478,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,100000,183000,Q
1479,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,50000,91500,Q
1480,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,652,1193.16,Q
1481,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,20000,36800,Q
1482,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,1998,3676.32,Q
1483,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,222,408.48,Q
1484,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,2707,4980.88,Q
1485,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,3725,6854,Q
1486,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,2168,3989.12,Q
1487,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.85,3646,6745.1,Q
1488,2025-04-04,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,1571,1728.1,Q
1489,2025-04-04,INVERSANCARLOS,ACCIONES,1,2.7,2300,6210,G
1490,2025-04-04,INVERSANCARLOS,ACCIONES,1,2.7,200,540,G
1491,2025-04-04,INVERSANCARLOS,ACCIONES,1,2.7,112,302.4,G
1492,2025-04-04,INVERSANCARLOS,ACCIONES,1,2.7,180,486,G
1493,2025-04-04,INVERSANCARLOS,ACCIONES,1,2.7,106,286.2,G
1494,2025-04-04,NATLUK SA,ACCIONES,1,7.7,3,23.1,G
1495,2025-04-04,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,767,843.7,G
1496,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,741,1356.03,G
1497,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,4500,8280,G
1498,2025-04-04,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,19074,35096.16,G
1499,2025-04-07,BOLSA DE VALORES DE QUITO,ACCIONES,1,3,13053,39159,Q
1500,2025-04-07,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,1164,2118.48,Q
1501,2025-04-07,BANCO PICHINCHA C.A.,ACCIONES,100,80,986,78880,Q
1502,2025-04-07,FONDO DE INVERSION COTIZADO ETF,CUOTAS DE PARTICIPACION,1,1.01527,569,577.69,G
1503,2025-04-07,FONDO COLEC DE INVER VANGUARDIA VERSATIL,CUOTAS DE PARTICIPACION,100,100,2,200,G
1504,2025-04-07,INVERSANCARLOS,ACCIONES,1,2.7,106,286.2,G
1505,2025-04-08,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,110,200.2,Q
1506,2025-04-08,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,1541,2804.62,Q
1507,2025-04-08,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,593,1079.26,Q
1508,2025-04-08,BOLSA DE VALORES DE QUITO,ACCIONES,1,3.1,385,1193.5,Q
1509,2025-04-08,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
1541,2025-04-08,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,2,200,Q
1553,2025-04-08,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,3,300,Q
1554,2025-04-08,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,4,400,Q
1557,2025-04-08,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,10,1000,Q
1558,2025-04-08,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.12,7902,8850.24,G
1559,2025-04-08,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,10000,11000,G
1560,2025-04-08,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,35000,38500,G
1561,2025-04-08,NATLUK SA,ACCIONES,1,7.7,3,23.1,G
1562,2025-04-09,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES,1,1.4,5000,7000,Q
1563,2025-04-09,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,1592,2897.44,Q
1564,2025-04-09,SAN CARLOS SOC. AGR. IND.,ACCIONES,1,0.6,30000,18000,Q
1565,2025-04-09,SAN CARLOS SOC. AGR. IND.,ACCIONES,1,0.6,20000,12000,Q
1566,2025-04-09,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,3000,5490,Q
1567,2025-04-09,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,267,293.7,Q
1568,2025-04-09,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,635,698.5,Q
1569,2025-04-09,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,400,440,Q
1570,2025-04-09,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,1700,1870,Q
1571,2025-04-09,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,204,367.2,Q
1572,2025-04-09,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,1679,3022.2,Q
1573,2025-04-09,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,1415,2547,Q
1574,2025-04-09,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,110,198,Q
1575,2025-04-09,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.15,909,1045.35,Q
1576,2025-04-09,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.15,431,495.65,Q
1577,2025-04-09,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,10000,11000,Q
1578,2025-04-09,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,17140,18854,Q
1579,2025-04-09,CORPORACION FAVORITA C.A.,ACCIONES,1,1.82,3500,6370,Q
1580,2025-04-09,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,7000,12810,Q
1581,2025-04-09,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,3500,6405,Q
1582,2025-04-09,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,1200,2196,Q
1583,2025-04-09,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,8000,14720,Q
1584,2025-04-09,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,600,1104,Q
1585,2025-04-09,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,2000,3680,Q
1586,2025-04-09,CORPORACION FAVORITA C.A.,ACCIONES,1,1.85,5000,9250,Q
1587,2025-04-09,INVERSANCARLOS,ACCIONES,1,2.7,371,1001.7,Q
1588,2025-04-09,INVERSANCARLOS,ACCIONES,1,2.7,106,286.2,G
1589,2025-04-09,INVERSANCARLOS,ACCIONES,1,2.7,1100,2970,G
1590,2025-04-09,NATLUK SA,ACCIONES,1,7.7,3,23.1,G
1591,2025-04-09,CORPORACION FAVORITA C.A.,ACCIONES,1,1.85,1000,1850,G
1592,2025-04-10,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.05,1113,1168.65,Q
1593,2025-04-10,SAN CARLOS SOC. AGR. IND.,ACCIONES,1,0.56,6805,3810.8,Q
1594,2025-04-10,HOLCIM ECUADOR S.A.,ACCIONES,3,49,15,735,Q
1595,2025-04-10,FONDO DE INVERSION COTIZADO ETF,CUOTAS DE PARTICIPACION,1,1.01595389,510,518.14,Q
1596,2025-04-10,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,1,100,Q
1629,2025-04-10,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,2,200,Q
1647,2025-04-10,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,3,300,Q
1653,2025-04-10,MUTUALISTA PICHINCHA,CERTIFICADOS DE APORTACION,100,100,4,400,Q
1654,2025-04-10,FONDO DE INVERSION COTIZADO PRIME,CUOTAS DE PARTICIPACION,100,100,40000,4000000,G
1655,2025-04-10,NATLUK SA,ACCIONES,1,7.7,2,15.4,G
1656,2025-04-11,INVERSANCARLOS,ACCIONES,1,2.75,110,302.5,Q
1657,2025-04-11,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.15,4300,4945,Q
1658,2025-04-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,515,947.6,Q
1659,2025-04-11,INVERSANCARLOS,ACCIONES,1,2.7,2000,5400,Q
1660,2025-04-11,SAN CARLOS SOC. AGR. IND.,ACCIONES,1,0.62,6805,4219.1,Q
1661,2025-04-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.8,490,882,Q
1662,2025-04-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.81,126883,229658.23,Q
1663,2025-04-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,14000,25620,Q
1664,2025-04-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.83,26320,48165.6,Q
1665,2025-04-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,7956,14639.04,Q
1666,2025-04-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,38912,71598.08,Q
1667,2025-04-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,7000,12880,Q
1668,2025-04-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,7592,13969.28,Q
1669,2025-04-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.84,50000,92000,Q
1670,2025-04-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.85,5000,9250,Q
1671,2025-04-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.85,345,638.25,Q
1672,2025-04-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.85,1000,1850,Q
1673,2025-04-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.85,3465,6410.25,Q
1674,2025-04-11,BANCO BOLIVARIANO C.A.,ACCIONES,1,1.05,2254,2366.7,Q
1675,2025-04-11,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,18181,19999.1,G
1676,2025-04-11,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,36336,39969.6,G
1677,2025-04-11,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,1,1.15,10000,11500,G
1678,2025-04-11,SAN CARLOS SOC. AGR. IND.,ACCIONES,1,0.6,15633,9379.8,G
1679,2025-04-11,BANCO BOLIVARIANO C.A.,ACCIONES,1,1.01,10000,10100,G
1680,2025-04-11,CORPORACION FAVORITA C.A.,ACCIONES,1,1.85,1000,1850,G
1681,2025-04-14,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.15,347,399.05,Q
1682,2025-04-14,BANCO BOLIVARIANO C.A.,ACCIONES,1,1.1,4545,4999.5,Q
1683,2025-04-14,CORPORACION FAVORITA C.A.,ACCIONES,1,1.85,1082,2001.7,Q
1684,2025-04-14,BOLSA DE VALORES DE QUITO,ACCIONES,1,3.05,5000,15250,Q
1685,2025-04-14,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,1,1.05,15000,15750,Q
1686,2025-04-14,CERVECERIA NACIONAL CN S A,ACCIONES,1,50,100,5000,Q
1687,2025-04-14,BOLSA DE VALORES DE QUITO,ACCIONES,1,3.1,1500,4650,Q
1689,2025-04-14,FONDO DE INVERSION COTIZADO ETF,CUOTAS DE PARTICIPACION,1,1.01686639,23550,23947.2,Q
1690,2025-04-14,FONDO DE INVERSION COTIZADO ETF,CUOTAS DE PARTICIPACION,1,1.0168664,983,999.58,Q
1691,2025-04-14,NATLUK SA,ACCIONES,1,7.7,2,15.4,G
1692,2025-04-14,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,1,0.94,50000,47000,G
1693,2025-04-15,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.1,3350,3685,Q
1694,2025-04-15,BANCO DEL AUSTRO,ACCIONES,1,0.4,10000,4000,Q
1695,2025-04-15,BANCO GUAYAQUIL S.A.,ACCIONES,1,1.15,300,345,Q
1696,2025-04-15,SAN CARLOS SOC. AGR. IND.,ACCIONES,1,0.56,6805,3810.8,Q
